Timestamp (s),Test,Volts (V),Position(m),Velocity (m/s)

139.119913,slow-forward,0,1145.945908,0
139.124731,slow-forward,3.7e-05,1145.945908,0
139.129724,slow-forward,0.001241,1145.945908,0
139.1347,slow-forward,0.002489,1145.945908,0
139.139846,slow-forward,0.003733,1145.945908,0
139.144753,slow-forward,0.00502,1145.945908,0
139.149715,slow-forward,0.006247,1145.945908,0
139.154706,slow-forward,0.007487,1145.945908,0
139.159749,slow-forward,0.008735,1145.945908,0
139.164838,slow-forward,0.009996,1145.945908,0
139.16974,slow-forward,0.011268,1145.945908,0
139.174833,slow-forward,0.012493,1145.945908,0
139.179739,slow-forward,0.013767,1145.945908,0
139.1847,slow-forward,0.014993,1145.945908,0
139.189723,slow-forward,0.016233,1145.945908,0
139.194697,slow-forward,0.017489,1145.945908,0
139.199738,slow-forward,0.018733,1145.945908,0
139.204784,slow-forward,0.019993,1145.945908,0
139.209707,slow-forward,0.021254,1145.945908,0
139.214696,slow-forward,0.022485,1145.945908,0
139.219731,slow-forward,0.023733,1145.945908,0
139.224749,slow-forward,0.024991,1145.945908,0
139.229771,slow-forward,0.026246,1145.945908,0
139.234754,slow-forward,0.027501,1145.945908,0
139.239791,slow-forward,0.028747,1145.945908,0
139.244794,slow-forward,0.030006,1145.945908,0
139.249775,slow-forward,0.031257,1145.945908,0
139.254754,slow-forward,0.032502,1145.945908,0
139.259769,slow-forward,0.033747,1145.945908,0
139.264727,slow-forward,0.035001,1145.945908,0
139.269768,slow-forward,0.03624,1145.945908,0
139.274749,slow-forward,0.037501,1145.945908,0
139.2798,slow-forward,0.038746,1145.945908,0
139.284731,slow-forward,0.040008,1145.945908,0
139.289763,slow-forward,0.041241,1145.945908,0
139.294768,slow-forward,0.042499,1145.945908,0
139.299806,slow-forward,0.043751,1145.945908,0
139.304764,slow-forward,0.04501,1145.945908,0
139.309723,slow-forward,0.04625,1145.945908,0
139.314775,slow-forward,0.047489,1145.945908,0
139.319852,slow-forward,0.048752,1145.945908,0
139.3248,slow-forward,0.050021,1145.945908,0
139.329829,slow-forward,0.051258,1145.945908,0
139.334798,slow-forward,0.052516,1145.945908,0
139.339749,slow-forward,0.053758,1145.945908,0
139.344829,slow-forward,0.054996,1145.945908,0
139.349793,slow-forward,0.056266,1145.945908,0
139.354704,slow-forward,0.057507,1145.945908,0
139.359803,slow-forward,0.058734,1145.945908,0
139.364857,slow-forward,0.060009,1145.945908,0
139.369723,slow-forward,0.061273,1145.945908,0
139.3747,slow-forward,0.062489,1145.945908,0
139.379872,slow-forward,0.063733,1145.945908,0
139.384712,slow-forward,0.065027,1145.945908,0
139.38974,slow-forward,0.066237,1145.945908,0
139.394831,slow-forward,0.067493,1145.945908,0
139.399739,slow-forward,0.068766,1145.945908,0
139.404794,slow-forward,0.069993,1145.945908,0
139.409829,slow-forward,0.071257,1145.945908,0
139.414715,slow-forward,0.072516,1145.945908,0
139.419876,slow-forward,0.073737,1145.945908,0
139.424713,slow-forward,0.075027,1145.945908,0
139.429716,slow-forward,0.076237,1145.945908,0
139.434805,slow-forward,0.077487,1145.945908,0
139.439863,slow-forward,0.07876,1145.945908,0
139.444745,slow-forward,0.080024,1145.945908,0
139.449853,slow-forward,0.081245,1145.945908,0
139.454807,slow-forward,0.082522,1145.945908,0
139.459743,slow-forward,0.08376,1145.945908,0
139.464833,slow-forward,0.084994,1145.945908,0
139.469893,slow-forward,0.086267,1145.945908,0
139.474804,slow-forward,0.087532,1145.945908,0
139.479732,slow-forward,0.08876,1145.945908,0
139.484704,slow-forward,0.089991,1145.945908,0
139.489715,slow-forward,0.091234,1145.945908,0
139.494851,slow-forward,0.092487,1145.945908,0
139.499743,slow-forward,0.093771,1145.945908,0
139.504722,slow-forward,0.094994,1145.945908,0
139.509761,slow-forward,0.096239,1145.945908,0
139.514827,slow-forward,0.097499,1145.945908,0
139.519742,slow-forward,0.098765,1145.945908,0
139.524754,slow-forward,0.099994,1145.945908,0
139.529763,slow-forward,0.101247,1145.945908,0
139.534724,slow-forward,0.102499,1145.945908,0
139.539751,slow-forward,0.103739,1145.945908,0
139.544721,slow-forward,0.104996,1145.945908,0
139.554521,slow-forward,0.106239,1145.945908,0
139.554907,slow-forward,0.108689,1145.945908,0
139.559737,slow-forward,0.108785,1145.945908,0
139.56474,slow-forward,0.109993,1145.945908,0
139.569712,slow-forward,0.111244,1145.945908,0
139.574699,slow-forward,0.112486,1145.945908,0
139.579736,slow-forward,0.113733,1145.945908,0
139.584728,slow-forward,0.114992,1145.945908,0
139.589714,slow-forward,0.11624,1145.945908,0
139.5947,slow-forward,0.117487,1145.945908,0
139.599739,slow-forward,0.118733,1145.945908,0
139.604747,slow-forward,0.119993,1145.945908,0
139.609709,slow-forward,0.121245,1145.945908,0
139.61471,slow-forward,0.122486,1145.945908,0
139.619759,slow-forward,0.123736,1145.945908,0
139.62475,slow-forward,0.124998,1145.945908,0
139.629788,slow-forward,0.126246,1145.945908,0
139.634881,slow-forward,0.127505,1145.945908,0
139.639772,slow-forward,0.128779,1145.945908,0
139.644789,slow-forward,0.130001,1145.945908,0
139.649822,slow-forward,0.131256,1145.945908,0
139.654702,slow-forward,0.132514,1145.945908,0
139.659739,slow-forward,0.133734,1145.945908,0
139.664849,slow-forward,0.134993,1145.945908,0
139.669801,slow-forward,0.136271,1145.945908,0
139.674802,slow-forward,0.137509,1145.945908,0
139.67975,slow-forward,0.138759,1145.945908,0
139.684821,slow-forward,0.139996,1145.945908,0
139.689717,slow-forward,0.141264,1145.945908,0
139.694823,slow-forward,0.142488,1145.977567,0
139.700672,slow-forward,0.143764,1145.977567,0
139.704711,slow-forward,0.145226,1145.977567,0
139.709821,slow-forward,0.146236,1145.977567,0
139.714696,slow-forward,0.147514,1145.977567,0
139.719739,slow-forward,0.148733,1145.977567,0
139.724844,slow-forward,0.149993,1145.977567,0
139.72984,slow-forward,0.151269,1145.977567,0
139.734732,slow-forward,0.152518,1145.977567,0.126667
139.739829,slow-forward,0.153741,1145.977567,0.126667
139.744759,slow-forward,0.155016,1145.977567,0.126667
139.74972,slow-forward,0.156248,1145.977567,0.126667
139.754704,slow-forward,0.157488,1145.977567,0.126667
139.759749,slow-forward,0.158735,1145.977567,0.126667
139.764745,slow-forward,0.159996,1145.977567,0.126667
139.769738,slow-forward,0.161245,1145.977567,0.126667
139.774803,slow-forward,0.162493,1145.977567,0.126667
139.780108,slow-forward,0.163759,1145.977567,0.126667
139.78482,slow-forward,0.165085,1145.977567,0.126667
139.789846,slow-forward,0.166263,1145.977567,0.126667
139.794768,slow-forward,0.16752,1145.977567,0.126667
139.799736,slow-forward,0.168751,1145.977567,0.126667
139.804742,slow-forward,0.169992,1145.977567,0.126667
139.809724,slow-forward,0.171244,1145.977567,0.126667
139.814807,slow-forward,0.172489,1145.977567,0.126667
139.819768,slow-forward,0.17376,1145.977567,0.126667
139.82472,slow-forward,0.175,1145.977567,0.126667
139.829753,slow-forward,0.176238,1145.977567,0.126667
139.834731,slow-forward,0.177497,1145.977567,0.126667
139.839748,slow-forward,0.178741,1145.977567,0.126667
139.844728,slow-forward,0.179995,1145.977567,0.126667
139.84982,slow-forward,0.181241,1145.977567,0.126667
139.854699,slow-forward,0.182513,1145.977567,0.126667
139.859756,slow-forward,0.183733,1145.977567,0.126667
139.864786,slow-forward,0.184998,1145.977567,0.126667
139.869724,slow-forward,0.186255,1145.977567,0.126667
139.874705,slow-forward,0.187489,1145.977567,0.126667
139.879747,slow-forward,0.188735,1145.977567,0.126667
139.884715,slow-forward,0.189995,1145.977567,0.126667
139.889733,slow-forward,0.191237,1145.977567,0.126667
139.894702,slow-forward,0.192492,1145.977567,0.126667
139.89974,slow-forward,0.193734,1145.977567,0.126667
139.904711,slow-forward,0.194993,1145.977567,0.126667
139.909711,slow-forward,0.196236,1145.977567,0.126667
139.914783,slow-forward,0.197486,1146.009225,0.253333
139.91974,slow-forward,0.198754,1146.009225,0.253333
139.924718,slow-forward,0.199993,1146.009225,0.253333
139.929718,slow-forward,0.201238,1146.009225,0.253333
139.934717,slow-forward,0.202488,1146.009225,0.253333
139.939732,slow-forward,0.203738,1146.009225,0.253333
139.944736,slow-forward,0.204991,1146.009225,0.253333
139.949815,slow-forward,0.206243,1146.009225,0.253333
139.954701,slow-forward,0.207512,1146.009225,0.253333
139.959732,slow-forward,0.208734,1146.009225,0.253333
139.964704,slow-forward,0.209992,1146.009225,0.253333
139.969711,slow-forward,0.211234,1146.009225,0.253333
139.974716,slow-forward,0.212486,1146.040803,0.126667
139.97984,slow-forward,0.213738,1146.040803,0.126667
139.98472,slow-forward,0.215018,1146.040803,0.126667
139.989705,slow-forward,0.216238,1146.040803,0.126667
139.994719,slow-forward,0.217485,1146.040803,0.126667
139.999746,slow-forward,0.218738,1146.040803,0.126667
140.004712,slow-forward,0.219995,1146.040803,0.126667
140.009715,slow-forward,0.221236,1146.040803,0.126667
140.014867,slow-forward,0.222487,1146.040803,0.253333
140.019755,slow-forward,0.223775,1146.040803,0.253333
140.024726,slow-forward,0.224997,1146.040803,0.253333
140.029716,slow-forward,0.22624,1146.040803,0.253333
140.03469,slow-forward,0.227488,1146.072462,0.38
140.03985,slow-forward,0.228731,1146.072462,0.38
140.044747,slow-forward,0.230021,1146.072462,0.38
140.049712,slow-forward,0.231245,1146.072462,0.38
140.054772,slow-forward,0.232487,1146.072462,0.38
140.059808,slow-forward,0.233751,1146.072462,0.38
140.064777,slow-forward,0.235011,1146.072462,0.38
140.069829,slow-forward,0.236253,1146.072462,0.38
140.074703,slow-forward,0.237516,1146.104121,0.38
140.079861,slow-forward,0.238734,1146.104121,0.38
140.084728,slow-forward,0.240024,1146.104121,0.38
140.089832,slow-forward,0.24124,1146.104121,0.38
140.094841,slow-forward,0.242517,1146.104121,0.506667
140.099737,slow-forward,0.243769,1146.104121,0.506667
140.104718,slow-forward,0.244993,1146.104121,0.506667
140.109721,slow-forward,0.246238,1146.104121,0.506667
140.114702,slow-forward,0.247489,1146.135699,0.506667
140.119748,slow-forward,0.248734,1146.135699,0.506667
140.124954,slow-forward,0.249995,1146.135699,0.506667
140.129708,slow-forward,0.251297,1146.135699,0.506667
140.134698,slow-forward,0.252485,1146.135699,0.633333
140.139737,slow-forward,0.253733,1146.135699,0.633333
140.144752,slow-forward,0.254993,1146.135699,0.633333
140.149746,slow-forward,0.256246,1146.135699,0.633333
140.154712,slow-forward,0.257495,1146.167358,0.633333
140.159843,slow-forward,0.258736,1146.167358,0.633333
140.164723,slow-forward,0.260019,1146.167358,0.633333
140.169815,slow-forward,0.261239,1146.167358,0.633333
140.17471,slow-forward,0.262512,1146.199017,0.633333
140.179747,slow-forward,0.263736,1146.199017,0.633333
140.184724,slow-forward,0.264995,1146.199017,0.633333
140.189765,slow-forward,0.266239,1146.199017,0.633333
140.194831,slow-forward,0.2675,1146.199017,0.76
140.199737,slow-forward,0.268766,1146.199017,0.76
140.204715,slow-forward,0.269993,1146.199017,0.76
140.209709,slow-forward,0.271237,1146.199017,0.76
140.214693,slow-forward,0.272486,1146.230594,0.76
140.21975,slow-forward,0.273732,1146.230594,0.76
140.224723,slow-forward,0.274996,1146.230594,0.76
140.229709,slow-forward,0.276239,1146.230594,0.76
140.234814,slow-forward,0.277486,1146.230594,0.886667
140.240443,slow-forward,0.278762,1146.230594,0.886667
140.244733,slow-forward,0.280169,1146.230594,0.886667
140.249714,slow-forward,0.281242,1146.230594,0.886667
140.254775,slow-forward,0.282487,1146.230594,0.886667
140.259743,slow-forward,0.283752,1146.262253,0.886667
140.264702,slow-forward,0.284994,1146.262253,0.886667
140.269714,slow-forward,0.286234,1146.262253,0.886667
140.274725,slow-forward,0.287487,1146.293912,0.886667
140.279743,slow-forward,0.28874,1146.293912,0.886667
140.284831,slow-forward,0.289994,1146.293912,0.886667
140.28984,slow-forward,0.291266,1146.293912,0.886667
140.294702,slow-forward,0.292518,1146.293912,0.886667
140.299742,slow-forward,0.293734,1146.293912,0.886667
140.304722,slow-forward,0.294994,1146.293912,0.886667
140.309711,slow-forward,0.296239,1146.293912,0.886667
140.314823,slow-forward,0.297486,1146.32549,1.013333
140.319741,slow-forward,0.298764,1146.32549,1.013333
140.324828,slow-forward,0.299994,1146.32549,1.013333
140.329714,slow-forward,0.301265,1146.32549,1.013333
140.334741,slow-forward,0.302487,1146.357149,1.013333
140.339721,slow-forward,0.303744,1146.357149,1.013333
140.344744,slow-forward,0.304989,1146.357149,1.013333
140.34971,slow-forward,0.306244,1146.357149,1.013333
140.354811,slow-forward,0.307486,1146.388808,1.013333
140.359742,slow-forward,0.308761,1146.388808,1.013333
140.364735,slow-forward,0.309994,1146.388808,1.013333
140.369734,slow-forward,0.311242,1146.388808,1.013333
140.374822,slow-forward,0.312492,1146.420467,1.14
140.379748,slow-forward,0.313764,1146.420467,1.14
140.384794,slow-forward,0.314996,1146.420467,1.14
140.389708,slow-forward,0.316257,1146.420467,1.14
140.394716,slow-forward,0.317485,1146.452045,1.14
140.399754,slow-forward,0.318737,1146.452045,1.14
140.40472,slow-forward,0.319997,1146.452045,1.14
140.409828,slow-forward,0.321238,1146.452045,1.14
140.414724,slow-forward,0.322516,1146.483704,1.14
140.419866,slow-forward,0.32374,1146.483704,1.14
140.424829,slow-forward,0.325025,1146.483704,1.14
140.429717,slow-forward,0.326266,1146.483704,1.14
140.434733,slow-forward,0.327488,1146.515363,1.14
140.439738,slow-forward,0.328742,1146.515363,1.14
140.444757,slow-forward,0.329993,1146.515363,1.14
140.449743,slow-forward,0.331248,1146.515363,1.14
140.455073,slow-forward,0.332494,1146.515363,1.14
140.459734,slow-forward,0.333827,1146.54694,1.266667
140.464719,slow-forward,0.334992,1146.54694,1.266667
140.469734,slow-forward,0.336238,1146.54694,1.266667
140.474703,slow-forward,0.337492,1146.578599,1.393334
140.479757,slow-forward,0.338734,1146.578599,1.393334
140.484731,slow-forward,0.339998,1146.578599,1.393334
140.489721,slow-forward,0.341241,1146.578599,1.393334
140.494712,slow-forward,0.342489,1146.641836,1.393334
140.499748,slow-forward,0.343736,1146.641836,1.393334
140.504709,slow-forward,0.344995,1146.641836,1.393334
140.50972,slow-forward,0.346236,1146.641836,1.393334
140.514715,slow-forward,0.347488,1146.673495,1.52
140.519752,slow-forward,0.348737,1146.673495,1.52
140.524727,slow-forward,0.349996,1146.673495,1.52
140.529819,slow-forward,0.35124,1146.673495,1.52
140.534708,slow-forward,0.352513,1146.705154,1.646667
140.539727,slow-forward,0.353735,1146.705154,1.646667
140.544714,slow-forward,0.35499,1146.705154,1.646667
140.549822,slow-forward,0.356237,1146.705154,1.646667
140.554701,slow-forward,0.357514,1146.736732,1.646667
140.559738,slow-forward,0.358734,1146.736732,1.646667
140.564756,slow-forward,0.359993,1146.736732,1.646667
140.56972,slow-forward,0.361247,1146.736732,1.646667
140.574713,slow-forward,0.362488,1146.800049,1.773334
140.579749,slow-forward,0.363737,1146.800049,1.773334
140.584734,slow-forward,0.364996,1146.800049,1.773334
140.589824,slow-forward,0.366242,1146.800049,1.773334
140.594705,slow-forward,0.367514,1146.831627,1.9
140.599838,slow-forward,0.368735,1146.831627,1.9
140.604736,slow-forward,0.370018,1146.831627,1.9
140.610206,slow-forward,0.371243,1146.831627,1.9
140.614701,slow-forward,0.37261,1146.894945,1.9
140.619755,slow-forward,0.373734,1146.894945,1.9
140.62472,slow-forward,0.374997,1146.894945,1.9
140.629727,slow-forward,0.376238,1146.894945,1.9
140.634721,slow-forward,0.37749,1146.926604,1.9
140.639838,slow-forward,0.378739,1146.926604,1.9
140.644707,slow-forward,0.380018,1146.926604,1.9
140.649814,slow-forward,0.381235,1146.926604,1.9
140.654717,slow-forward,0.382512,1146.989841,2.153333
140.659737,slow-forward,0.383738,1146.989841,2.153333
140.66472,slow-forward,0.384993,1146.989841,2.153333
140.669709,slow-forward,0.386238,1146.989841,2.153333
140.674714,slow-forward,0.387486,1147.053077,2.153333
140.679764,slow-forward,0.388737,1147.053077,2.153333
140.684728,slow-forward,0.39,1147.053077,2.153333
140.689725,slow-forward,0.391241,1147.053077,2.153333
140.694723,slow-forward,0.39249,1147.084736,2.153333
140.699739,slow-forward,0.393739,1147.084736,2.153333
140.704732,slow-forward,0.394993,1147.084736,2.153333
140.709822,slow-forward,0.396242,1147.084736,2.153333
140.714904,slow-forward,0.397514,1147.084736,2.153333
140.719746,slow-forward,0.398784,1147.147973,2.153333
140.724729,slow-forward,0.399995,1147.147973,2.153333
140.729836,slow-forward,0.401241,1147.147973,2.153333
140.734724,slow-forward,0.402518,1147.179632,2.28
140.739741,slow-forward,0.40374,1147.179632,2.28
140.744859,slow-forward,0.404994,1147.179632,2.28
140.749715,slow-forward,0.406273,1147.179632,2.28
140.754697,slow-forward,0.407487,1147.242869,2.28
140.75974,slow-forward,0.408733,1147.242869,2.28
140.764829,slow-forward,0.409993,1147.242869,2.28
140.769841,slow-forward,0.411266,1147.242869,2.28
140.774825,slow-forward,0.412519,1147.306187,2.28
140.780278,slow-forward,0.413765,1147.306187,2.28
140.784728,slow-forward,0.415128,1147.306187,2.28
140.789835,slow-forward,0.416241,1147.306187,2.28
140.794687,slow-forward,0.417517,1147.337764,2.406666
140.799736,slow-forward,0.41873,1147.337764,2.406666
140.804776,slow-forward,0.419992,1147.337764,2.406666
140.80974,slow-forward,0.421253,1147.337764,2.406666
140.814742,slow-forward,0.422494,1147.401082,2.533333
140.819755,slow-forward,0.423744,1147.401082,2.533333
140.824747,slow-forward,0.424997,1147.401082,2.533333
140.829849,slow-forward,0.426245,1147.401082,2.533333
140.834693,slow-forward,0.427521,1147.464319,2.533333
140.841381,slow-forward,0.428732,1147.464319,2.533333
140.84481,slow-forward,0.430404,1147.464319,2.533333
140.849728,slow-forward,0.431261,1147.464319,2.533333
140.854776,slow-forward,0.432491,1147.527637,2.533333
140.859875,slow-forward,0.433752,1147.527637,2.533333
140.864725,slow-forward,0.435027,1147.527637,2.533333
140.869711,slow-forward,0.43624,1147.527637,2.533333
140.874716,slow-forward,0.437486,1147.590873,2.66
140.879738,slow-forward,0.438738,1147.590873,2.66
140.884705,slow-forward,0.439993,1147.590873,2.66
140.889727,slow-forward,0.441235,1147.590873,2.66
140.894696,slow-forward,0.44249,1147.622532,2.66
140.899844,slow-forward,0.443732,1147.622532,2.66
140.904717,slow-forward,0.44502,1147.622532,2.66
140.909738,slow-forward,0.446238,1147.622532,2.66
140.914706,slow-forward,0.447493,1147.685769,2.66
140.919736,slow-forward,0.448735,1147.685769,2.66
140.924733,slow-forward,0.449993,1147.685769,2.66
140.929724,slow-forward,0.451242,1147.685769,2.66
140.934723,slow-forward,0.452489,1147.749006,2.66
140.939989,slow-forward,0.453739,1147.749006,2.66
140.944706,slow-forward,0.455056,1147.749006,2.66
140.949822,slow-forward,0.456235,1147.749006,2.66
140.95471,slow-forward,0.457514,1147.812324,2.786666
140.959744,slow-forward,0.458736,1147.812324,2.786666
140.964708,slow-forward,0.459995,1147.812324,2.786666
140.969718,slow-forward,0.461236,1147.812324,2.786666
140.974705,slow-forward,0.462488,1147.87556,2.913333
140.979748,slow-forward,0.463735,1147.87556,2.913333
140.984709,slow-forward,0.464996,1147.87556,2.913333
140.989781,slow-forward,0.466236,1147.87556,2.913333
140.994753,slow-forward,0.467504,1147.970456,2.913333
140.999733,slow-forward,0.468747,1147.970456,2.913333
141.004778,slow-forward,0.469992,1147.970456,2.913333
141.009725,slow-forward,0.471253,1147.970456,2.913333
141.014705,slow-forward,0.47249,1147.970456,3.04
141.019741,slow-forward,0.473735,1148.033774,3.04
141.024812,slow-forward,0.474994,1148.033774,3.04
141.029715,slow-forward,0.476261,1148.033774,3.04
141.034722,slow-forward,0.477487,1148.09701,3.039999
141.039736,slow-forward,0.478739,1148.09701,3.039999
141.044845,slow-forward,0.479993,1148.09701,3.039999
141.050258,slow-forward,0.48127,1148.09701,3.039999
141.054816,slow-forward,0.482623,1148.160247,3.039999
141.059731,slow-forward,0.483762,1148.160247,3.039999
141.06474,slow-forward,0.484991,1148.160247,3.039999
141.069705,slow-forward,0.486244,1148.160247,3.039999
141.074826,slow-forward,0.487485,1148.223565,3.04
141.079856,slow-forward,0.488765,1148.223565,3.04
141.084707,slow-forward,0.490023,1148.223565,3.04
141.089712,slow-forward,0.491235,1148.223565,3.04
141.094837,slow-forward,0.492486,1148.286802,3.166666
141.09974,slow-forward,0.493768,1148.286802,3.166666
141.104725,slow-forward,0.494993,1148.286802,3.166666
141.109818,slow-forward,0.49624,1148.286802,3.166666
141.114735,slow-forward,0.497513,1148.35012,3.166666
141.119719,slow-forward,0.498742,1148.35012,3.166666
141.124816,slow-forward,0.499988,1148.35012,3.166666
141.129837,slow-forward,0.501262,1148.35012,3.166666
141.134702,slow-forward,0.502518,1148.445015,3.293333
141.139863,slow-forward,0.503734,1148.445015,3.293333
141.144719,slow-forward,0.505024,1148.445015,3.293333
141.149788,slow-forward,0.506238,1148.445015,3.293333
141.154722,slow-forward,0.507506,1148.445015,3.293333
141.159749,slow-forward,0.508739,1148.508252,3.293333
141.164726,slow-forward,0.509996,1148.508252,3.293333
141.169712,slow-forward,0.51124,1148.508252,3.293333
141.174875,slow-forward,0.512487,1148.571489,3.293333
141.179841,slow-forward,0.513777,1148.571489,3.293333
141.184824,slow-forward,0.515019,1148.571489,3.293333
141.189707,slow-forward,0.516264,1148.571489,3.293333
141.194805,slow-forward,0.517485,1148.666384,3.419999
141.199739,slow-forward,0.51876,1148.666384,3.419999
141.20471,slow-forward,0.519993,1148.666384,3.419999
141.209723,slow-forward,0.521236,1148.666384,3.419999
141.21482,slow-forward,0.522489,1148.729702,3.419999
141.219733,slow-forward,0.523764,1148.729702,3.419999
141.224834,slow-forward,0.524992,1148.729702,3.419999
141.229831,slow-forward,0.526267,1148.729702,3.419999
141.234725,slow-forward,0.527516,1148.792939,3.419999
141.239743,slow-forward,0.52874,1148.792939,3.419999
141.244734,slow-forward,0.529994,1148.792939,3.419999
141.249718,slow-forward,0.531242,1148.792939,3.419999
141.254725,slow-forward,0.532488,1148.887834,3.546666
141.259844,slow-forward,0.53374,1148.887834,3.546666
141.264736,slow-forward,0.535019,1148.887834,3.546666
141.269698,slow-forward,0.536243,1148.887834,3.546666
141.274707,slow-forward,0.537483,1148.951152,3.546666
141.280034,slow-forward,0.538735,1148.951152,3.546666
141.284733,slow-forward,0.540067,1148.951152,3.546666
141.289715,slow-forward,0.541242,1148.951152,3.546666
141.294804,slow-forward,0.542487,1149.046048,3.673333
141.29973,slow-forward,0.54376,1149.046048,3.673333
141.304795,slow-forward,0.544991,1149.046048,3.673333
141.309742,slow-forward,0.546257,1149.046048,3.673333
141.314711,slow-forward,0.547494,1149.109285,3.799999
141.31972,slow-forward,0.548736,1149.109285,3.799999
141.324839,slow-forward,0.549988,1149.109285,3.799999
141.329714,slow-forward,0.551268,1149.109285,3.799999
141.334717,slow-forward,0.552487,1149.20418,3.799999
141.339731,slow-forward,0.553738,1149.20418,3.799999
141.344708,slow-forward,0.554991,1149.20418,3.799999
141.349746,slow-forward,0.556235,1149.20418,3.799999
141.354839,slow-forward,0.557495,1149.267498,3.8
141.359734,slow-forward,0.558768,1149.267498,3.8
141.364823,slow-forward,0.559992,1149.267498,3.8
141.369695,slow-forward,0.561264,1149.267498,3.8
141.374729,slow-forward,0.562482,1149.362394,3.8
141.379738,slow-forward,0.563741,1149.362394,3.8
141.384718,slow-forward,0.564993,1149.362394,3.8
141.389828,slow-forward,0.566238,1149.362394,3.8
141.394726,slow-forward,0.567515,1149.457289,3.8
141.399735,slow-forward,0.56874,1149.457289,3.8
141.404726,slow-forward,0.569992,1149.457289,3.8
141.409712,slow-forward,0.57124,1149.457289,3.8
141.414821,slow-forward,0.572486,1149.520526,4.053334
141.419711,slow-forward,0.573764,1149.520526,4.053334
141.42474,slow-forward,0.574986,1149.520526,4.053334
141.429718,slow-forward,0.576243,1149.520526,4.053334
141.434828,slow-forward,0.577488,1149.615422,4.053334
141.439854,slow-forward,0.578765,1149.615422,4.053334
141.44482,slow-forward,0.580022,1149.615422,4.053334
141.449846,slow-forward,0.581263,1149.615422,4.053334
141.454807,slow-forward,0.58252,1149.710317,4.053333
141.459732,slow-forward,0.58376,1149.710317,4.053333
141.464733,slow-forward,0.584992,1149.710317,4.053333
141.469845,slow-forward,0.586242,1149.710317,4.053333
141.474695,slow-forward,0.58752,1149.805213,4.053334
141.479734,slow-forward,0.588732,1149.805213,4.053334
141.484787,slow-forward,0.589992,1149.805213,4.053334
141.489721,slow-forward,0.591255,1149.805213,4.053334
141.494845,slow-forward,0.592489,1149.900109,4.053334
141.499743,slow-forward,0.59377,1149.900109,4.053334
141.504901,slow-forward,0.594994,1149.900109,4.053334
141.509724,slow-forward,0.596284,1149.900109,4.053334
141.51472,slow-forward,0.59749,1149.963427,4.18
141.519733,slow-forward,0.598738,1149.963427,4.18
141.524725,slow-forward,0.599992,1149.963427,4.18
141.529709,slow-forward,0.60124,1149.963427,4.18
141.53471,slow-forward,0.602486,1150.058322,4.180001
141.539758,slow-forward,0.603736,1150.058322,4.180001
141.544718,slow-forward,0.604998,1150.058322,4.180001
141.549722,slow-forward,0.606238,1150.058322,4.180001
141.554709,slow-forward,0.607489,1150.153218,4.180001
141.559729,slow-forward,0.608736,1150.153218,4.180001
141.564826,slow-forward,0.609991,1150.153218,4.180001
141.569747,slow-forward,0.611265,1150.153218,4.180001
141.57479,slow-forward,0.612495,1150.153218,4.306667
141.579857,slow-forward,0.613756,1150.248113,4.306667
141.584716,slow-forward,0.615023,1150.248113,4.306667
141.589937,slow-forward,0.616237,1150.248113,4.306667
141.594737,slow-forward,0.617543,1150.343009,4.433335
141.599732,slow-forward,0.618743,1150.343009,4.433335
141.604745,slow-forward,0.619991,1150.343009,4.433335
141.609826,slow-forward,0.621245,1150.343009,4.433335
141.614839,slow-forward,0.622515,1150.343009,4.433335
141.619748,slow-forward,0.623768,1150.437905,4.433335
141.624754,slow-forward,0.624995,1150.437905,4.433335
141.629792,slow-forward,0.626247,1150.437905,4.433335
141.634707,slow-forward,0.627506,1150.5328,4.560001
141.639863,slow-forward,0.628735,1150.5328,4.560001
141.644821,slow-forward,0.630024,1150.5328,4.560001
141.649716,slow-forward,0.631264,1150.5328,4.560001
141.654911,slow-forward,0.632487,1150.627696,4.560002
141.659729,slow-forward,0.633786,1150.627696,4.560002
141.664848,slow-forward,0.634991,1150.627696,4.560002
141.669707,slow-forward,0.636271,1150.627696,4.560002
141.674816,slow-forward,0.637485,1150.722592,4.560002
141.679743,slow-forward,0.638762,1150.722592,4.560002
141.684728,slow-forward,0.639994,1150.722592,4.560002
141.689709,slow-forward,0.641241,1150.722592,4.560002
141.694708,slow-forward,0.642486,1150.817487,4.686668
141.699726,slow-forward,0.643735,1150.817487,4.686668
141.704717,slow-forward,0.64499,1150.817487,4.686668
141.70972,slow-forward,0.646238,1150.817487,4.686668
141.71483,slow-forward,0.647489,1150.912383,4.686668
141.719742,slow-forward,0.648766,1150.912383,4.686668
141.724708,slow-forward,0.649994,1150.912383,4.686668
141.729975,slow-forward,0.651235,1150.912383,4.686668
141.734736,slow-forward,0.652552,1150.912383,4.686668
141.73973,slow-forward,0.653742,1151.038937,4.686668
141.744833,slow-forward,0.654991,1151.038937,4.686668
141.749749,slow-forward,0.656267,1151.038937,4.686668
141.754833,slow-forward,0.657496,1151.133833,4.686668
141.759746,slow-forward,0.658767,1151.133833,4.686668
141.764832,slow-forward,0.659995,1151.133833,4.686668
141.769741,slow-forward,0.661266,1151.133833,4.686668
141.774719,slow-forward,0.662494,1151.228729,4.686668
141.779859,slow-forward,0.663738,1151.228729,4.686668
141.784791,slow-forward,0.665023,1151.228729,4.686668
